state,district,stage,type,date,schools
Selangor,Hulu Langat,primary,Sekolah Rendah Kerajaan,2022-01-01,91
Selangor,Hulu Langat,secondary,Sekolah Menengah Kerajaan,2022-01-01,40
Selangor,Hulu Langat,tertiary,IPTA,2017-01-01,1
Selangor,Hulu Langat,tertiary,IPTA,2018-01-01,1
Selangor,Hulu Langat,tertiary,IPTA,2019-01-01,1
Selangor,Hulu Langat,tertiary,IPTA,2020-01-01,1
Selangor,Hulu Langat,tertiary,IPTA,2021-01-01,1
Selangor,Hulu Langat,tertiary,IPTA,2022-01-01,1
Selangor,Hulu Selangor,primary,Sekolah Rendah Kerajaan,2018-01-01,52
Selangor,Hulu Selangor,primary,Sekolah Rendah Kerajaan,2019-01-01,52
Selangor,Hulu Selangor,primary,Sekolah Rendah Kerajaan,2020-01-01,52
Selangor,Hulu Selangor,primary,Sekolah Rendah Kerajaan,2021-01-01,52
Selangor,Hulu Selangor,primary,Sekolah Rendah Kerajaan,2022-01-01,51
Selangor,Hulu Selangor,secondary,Sekolah Menengah Kerajaan,2022-01-01,17
Selangor,Hulu Selangor,tertiary,IPTA,2017-01-01,0
Selangor,Hulu Selangor,tertiary,IPTA,2018-01-01,0
Selangor,Hulu Selangor,tertiary,IPTA,2019-01-01,0
Selangor,Hulu Selangor,tertiary,IPTA,2020-01-01,0
Selangor,Hulu Selangor,tertiary,IPTA,2021-01-01,0
Selangor,Hulu Selangor,tertiary,IPTA,2022-01-01,0
Selangor,Klang,primary,Sekolah Rendah Kerajaan,2017-01-01,92
Selangor,Klang,primary,Sekolah Rendah Kerajaan,2018-01-01,93
Selangor,Klang,primary,Sekolah Rendah Kerajaan,2019-01-01,93
Selangor,Klang,primary,Sekolah Rendah Kerajaan,2020-01-01,93
Selangor,Klang,primary,Sekolah Rendah Kerajaan,2021-01-01,93
Selangor,Klang,primary,Sekolah Rendah Kerajaan,2022-01-01,92
Selangor,Klang,secondary,Sekolah Menengah Kerajaan,2017-01-01,39
Selangor,Klang,secondary,Sekolah Menengah Kerajaan,2018-01-01,40
Selangor,Klang,secondary,Sekolah Menengah Kerajaan,2019-01-01,40
Selangor,Klang,secondary,Sekolah Menengah Kerajaan,2020-01-01,40
Selangor,Klang,secondary,Sekolah Menengah Kerajaan,2021-01-01,40
Selangor,Klang,secondary,Sekolah Menengah Kerajaan,2022-01-01,40
Selangor,Klang,tertiary,IPTA,2017-01-01,0
Selangor,Klang,tertiary,IPTA,2018-01-01,0
Selangor,Klang,tertiary,IPTA,2019-01-01,0
Selangor,Klang,tertiary,IPTA,2020-01-01,0
Selangor,Klang,tertiary,IPTA,2021-01-01,0
Selangor,Klang,tertiary,IPTA,2022-01-01,0
Selangor,Kuala Langat,primary,Sekolah Rendah Kerajaan,2017-01-01,55
Selangor,Kuala Langat,primary,Sekolah Rendah Kerajaan,2018-01-01,55
Selangor,Kuala Langat,primary,Sekolah Rendah Kerajaan,2019-01-01,55
Selangor,Kuala Langat,primary,Sekolah Rendah Kerajaan,2020-01-01,55
Selangor,Kuala Langat,primary,Sekolah Rendah Kerajaan,2021-01-01,55
Selangor,Kuala Langat,primary,Sekolah Rendah Kerajaan,2022-01-01,56
Selangor,Kuala Langat,secondary,Sekolah Menengah Kerajaan,2017-01-01,17
Selangor,Kuala Langat,secondary,Sekolah Menengah Kerajaan,2018-01-01,17
Selangor,Kuala Langat,secondary,Sekolah Menengah Kerajaan,2019-01-01,17
Selangor,Kuala Langat,secondary,Sekolah Menengah Kerajaan,2020-01-01,17
Selangor,Kuala Langat,secondary,Sekolah Menengah Kerajaan,2021-01-01,17
Selangor,Kuala Langat,secondary,Sekolah Menengah Kerajaan,2022-01-01,18
Selangor,Kuala Langat,tertiary,IPTA,2017-01-01,0
Selangor,Kuala Langat,tertiary,IPTA,2018-01-01,0
Selangor,Kuala Langat,tertiary,IPTA,2019-01-01,0
Selangor,Kuala Langat,tertiary,IPTA,2020-01-01,0
Selangor,Kuala Langat,tertiary,IPTA,2021-01-01,0
Selangor,Kuala Langat,tertiary,IPTA,2022-01-01,0
Selangor,Kuala Selangor,primary,Sekolah Rendah Kerajaan,2017-01-01,71
Selangor,Kuala Selangor,primary,Sekolah Rendah Kerajaan,2018-01-01,70
Selangor,Kuala Selangor,primary,Sekolah Rendah Kerajaan,2019-01-01,70
Selangor,Kuala Selangor,primary,Sekolah Rendah Kerajaan,2020-01-01,70
Selangor,Kuala Selangor,primary,Sekolah Rendah Kerajaan,2021-01-01,70
Selangor,Kuala Selangor,primary,Sekolah Rendah Kerajaan,2022-01-01,70
Selangor,Kuala Selangor,secondary,Sekolah Menengah Kerajaan,2017-01-01,21
Selangor,Kuala Selangor,secondary,Sekolah Menengah Kerajaan,2018-01-01,21
Selangor,Kuala Selangor,secondary,Sekolah Menengah Kerajaan,2019-01-01,21
Selangor,Kuala Selangor,secondary,Sekolah Menengah Kerajaan,2020-01-01,21
Selangor,Kuala Selangor,secondary,Sekolah Menengah Kerajaan,2021-01-01,21
Selangor,Kuala Selangor,secondary,Sekolah Menengah Kerajaan,2022-01-01,21
Selangor,Kuala Selangor,tertiary,IPTA,2017-01-01,0
Selangor,Kuala Selangor,tertiary,IPTA,2018-01-01,0
Selangor,Kuala Selangor,tertiary,IPTA,2019-01-01,0
Selangor,Kuala Selangor,tertiary,IPTA,2020-01-01,0
Selangor,Kuala Selangor,tertiary,IPTA,2021-01-01,0
Selangor,Kuala Selangor,tertiary,IPTA,2022-01-01,0
Selangor,Petaling,primary,Sekolah Rendah Kerajaan,2017-01-01,148
Selangor,Petaling,primary,Sekolah Rendah Kerajaan,2018-01-01,148
Selangor,Petaling,primary,Sekolah Rendah Kerajaan,2019-01-01,148
Selangor,Petaling,primary,Sekolah Rendah Kerajaan,2020-01-01,148
Selangor,Petaling,primary,Sekolah Rendah Kerajaan,2021-01-01,148
Selangor,Petaling,primary,Sekolah Rendah Kerajaan,2022-01-01,147
Selangor,Petaling,secondary,Sekolah Menengah Kerajaan,2017-01-01,77
Selangor,Petaling,secondary,Sekolah Menengah Kerajaan,2018-01-01,77
Selangor,Petaling,secondary,Sekolah Menengah Kerajaan,2019-01-01,77
Selangor,Petaling,secondary,Sekolah Menengah Kerajaan,2020-01-01,77
Selangor,Petaling,secondary,Sekolah Menengah Kerajaan,2021-01-01,77
Selangor,Petaling,secondary,Sekolah Menengah Kerajaan,2022-01-01,77
Selangor,Petaling,tertiary,IPTA,2017-01-01,2
Selangor,Petaling,tertiary,IPTA,2018-01-01,2
Selangor,Petaling,tertiary,IPTA,2019-01-01,2
Selangor,Petaling,tertiary,IPTA,2020-01-01,2
Selangor,Petaling,tertiary,IPTA,2021-01-01,2
Selangor,Petaling,tertiary,IPTA,2022-01-01,2
Selangor,Sabak Bernam,primary,Sekolah Rendah Kerajaan,2017-01-01,47
Selangor,Sabak Bernam,primary,Sekolah Rendah Kerajaan,2018-01-01,47
Selangor,Sabak Bernam,primary,Sekolah Rendah Kerajaan,2019-01-01,47
Selangor,Sabak Bernam,primary,Sekolah Rendah Kerajaan,2020-01-01,47
Selangor,Sabak Bernam,primary,Sekolah Rendah Kerajaan,2021-01-01,47
Selangor,Sabak Bernam,primary,Sekolah Rendah Kerajaan,2022-01-01,47
Selangor,Sabak Bernam,secondary,Sekolah Menengah Kerajaan,2017-01-01,17
Selangor,Sabak Bernam,secondary,Sekolah Menengah Kerajaan,2018-01-01,17
Selangor,Sabak Bernam,secondary,Sekolah Menengah Kerajaan,2019-01-01,17
Selangor,Sabak Bernam,secondary,Sekolah Menengah Kerajaan,2020-01-01,17
Selangor,Sabak Bernam,secondary,Sekolah Menengah Kerajaan,2021-01-01,17
Selangor,Sabak Bernam,secondary,Sekolah Menengah Kerajaan,2022-01-01,17
Selangor,Sabak Bernam,tertiary,IPTA,2017-01-01,0
Selangor,Sabak Bernam,tertiary,IPTA,2018-01-01,0
Selangor,Sabak Bernam,tertiary,IPTA,2019-01-01,0
Selangor,Sabak Bernam,tertiary,IPTA,2020-01-01,0
Selangor,Sabak Bernam,tertiary,IPTA,2021-01-01,0
Selangor,Sabak Bernam,tertiary,IPTA,2022-01-01,0
Selangor,Sepang,primary,Sekolah Rendah Kerajaan,2017-01-01,38
Selangor,Sepang,primary,Sekolah Rendah Kerajaan,2018-01-01,39
Selangor,Sepang,primary,Sekolah Rendah Kerajaan,2019-01-01,39
Selangor,Sepang,primary,Sekolah Rendah Kerajaan,2020-01-01,39
Selangor,Sepang,primary,Sekolah Rendah Kerajaan,2021-01-01,39
Selangor,Sepang,primary,Sekolah Rendah Kerajaan,2022-01-01,39
Selangor,Sepang,secondary,Sekolah Menengah Kerajaan,2017-01-01,13
Selangor,Sepang,secondary,Sekolah Menengah Kerajaan,2018-01-01,13
Selangor,Sepang,secondary,Sekolah Menengah Kerajaan,2019-01-01,13
Selangor,Sepang,secondary,Sekolah Menengah Kerajaan,2020-01-01,13
Selangor,Sepang,secondary,Sekolah Menengah Kerajaan,2021-01-01,13
Selangor,Sepang,secondary,Sekolah Menengah Kerajaan,2022-01-01,13
Selangor,Sepang,tertiary,IPTA,2017-01-01,0
Selangor,Sepang,tertiary,IPTA,2018-01-01,0
Selangor,Sepang,tertiary,IPTA,2019-01-01,0
Selangor,Sepang,tertiary,IPTA,2020-01-01,0
Selangor,Sepang,tertiary,IPTA,2021-01-01,0
Selangor,Sepang,tertiary,IPTA,2022-01-01,0
Selangor,Ulu Langat,primary,Sekolah Rendah Kerajaan,2017-01-01,89
Selangor,Ulu Langat,secondary,Sekolah Menengah Kerajaan,2017-01-01,40
Selangor,Ulu Langat,secondary,Sekolah Menengah Kerajaan,2018-01-01,40
Selangor,Ulu Langat,secondary,Sekolah Menengah Kerajaan,2019-01-01,40
Selangor,Ulu Langat,secondary,Sekolah Menengah Kerajaan,2020-01-01,40
Selangor,Ulu Langat,secondary,Sekolah Menengah Kerajaan,2021-01-01,40
Selangor,Ulu Langat,tertiary,IPTA,2017-01-01,0
Selangor,Ulu Langat,tertiary,IPTA,2018-01-01,0
Selangor,Ulu Langat,tertiary,IPTA,2019-01-01,0
Selangor,Ulu Langat,tertiary,IPTA,2020-01-01,0
Selangor,Ulu Langat,tertiary,IPTA,2021-01-01,0
Selangor,Ulu Langat,tertiary,IPTA,2022-01-01,0
Selangor,Ulu Selangor,primary,Sekolah Rendah Kerajaan,2017-01-01,51
Selangor,Ulu Selangor,secondary,Sekolah Menengah Kerajaan,2017-01-01,17
Selangor,Ulu Selangor,secondary,Sekolah Menengah Kerajaan,2018-01-01,17
Selangor,Ulu Selangor,secondary,Sekolah Menengah Kerajaan,2019-01-01,17
Selangor,Ulu Selangor,secondary,Sekolah Menengah Kerajaan,2020-01-01,17
Selangor,Ulu Selangor,secondary,Sekolah Menengah Kerajaan,2021-01-01,17
Selangor,Ulu Selangor,tertiary,IPTA,2017-01-01,0
Selangor,Ulu Selangor,tertiary,IPTA,2018-01-01,0
Selangor,Ulu Selangor,tertiary,IPTA,2019-01-01,0
Selangor,Ulu Selangor,tertiary,IPTA,2020-01-01,0
Selangor,Ulu Selangor,tertiary,IPTA,2021-01-01,0
Selangor,Ulu Selangor,tertiary,IPTA,2022-01-01,0
Terengganu,Besut,primary,Sekolah Rendah Kerajaan,2017-01-01,54
Terengganu,Besut,primary,Sekolah Rendah Kerajaan,2018-01-01,54
Terengganu,Besut,primary,Sekolah Rendah Kerajaan,2019-01-01,54
Terengganu,Besut,primary,Sekolah Rendah Kerajaan,2020-01-01,54
Terengganu,Besut,primary,Sekolah Rendah Kerajaan,2021-01-01,54
Terengganu,Besut,primary,Sekolah Rendah Kerajaan,2022-01-01,54
Terengganu,Besut,secondary,Sekolah Menengah Kerajaan,2017-01-01,21
Terengganu,Besut,secondary,Sekolah Menengah Kerajaan,2018-01-01,22
Terengganu,Besut,secondary,Sekolah Menengah Kerajaan,2019-01-01,22
Terengganu,Besut,secondary,Sekolah Menengah Kerajaan,2020-01-01,22
Terengganu,Besut,secondary,Sekolah Menengah Kerajaan,2021-01-01,22
Terengganu,Besut,secondary,Sekolah Menengah Kerajaan,2022-01-01,22
Terengganu,Besut,tertiary,IPTA,2017-01-01,0
Terengganu,Besut,tertiary,IPTA,2018-01-01,0
Terengganu,Besut,tertiary,IPTA,2019-01-01,0
Terengganu,Besut,tertiary,IPTA,2020-01-01,0
Terengganu,Besut,tertiary,IPTA,2021-01-01,0
Terengganu,Besut,tertiary,IPTA,2022-01-01,0
Terengganu,Dungun,primary,Sekolah Rendah Kerajaan,2017-01-01,48
Terengganu,Dungun,primary,Sekolah Rendah Kerajaan,2018-01-01,48
Terengganu,Dungun,primary,Sekolah Rendah Kerajaan,2019-01-01,48
Terengganu,Dungun,primary,Sekolah Rendah Kerajaan,2020-01-01,48
Terengganu,Dungun,primary,Sekolah Rendah Kerajaan,2021-01-01,48
Terengganu,Dungun,primary,Sekolah Rendah Kerajaan,2022-01-01,48
Terengganu,Dungun,secondary,Sekolah Menengah Kerajaan,2017-01-01,24
Terengganu,Dungun,secondary,Sekolah Menengah Kerajaan,2018-01-01,24
Terengganu,Dungun,secondary,Sekolah Menengah Kerajaan,2019-01-01,24
Terengganu,Dungun,secondary,Sekolah Menengah Kerajaan,2020-01-01,24
Terengganu,Dungun,secondary,Sekolah Menengah Kerajaan,2021-01-01,24
Terengganu,Dungun,secondary,Sekolah Menengah Kerajaan,2022-01-01,24
Terengganu,Dungun,tertiary,IPTA,2017-01-01,0
Terengganu,Dungun,tertiary,IPTA,2018-01-01,0
Terengganu,Dungun,tertiary,IPTA,2019-01-01,0
Terengganu,Dungun,tertiary,IPTA,2020-01-01,0
Terengganu,Dungun,tertiary,IPTA,2021-01-01,0
Terengganu,Dungun,tertiary,IPTA,2022-01-01,0
Terengganu,Hulu Terengganu,primary,Sekolah Rendah Kerajaan,2017-01-01,49
Terengganu,Hulu Terengganu,primary,Sekolah Rendah Kerajaan,2018-01-01,49
Terengganu,Hulu Terengganu,primary,Sekolah Rendah Kerajaan,2019-01-01,49
Terengganu,Hulu Terengganu,primary,Sekolah Rendah Kerajaan,2020-01-01,49
Terengganu,Hulu Terengganu,primary,Sekolah Rendah Kerajaan,2021-01-01,49
Terengganu,Hulu Terengganu,primary,Sekolah Rendah Kerajaan,2022-01-01,49
Terengganu,Hulu Terengganu,secondary,Sekolah Menengah Kerajaan,2017-01-01,16
Terengganu,Hulu Terengganu,secondary,Sekolah Menengah Kerajaan,2018-01-01,16
Terengganu,Hulu Terengganu,secondary,Sekolah Menengah Kerajaan,2019-01-01,16
Terengganu,Hulu Terengganu,secondary,Sekolah Menengah Kerajaan,2020-01-01,17
Terengganu,Hulu Terengganu,secondary,Sekolah Menengah Kerajaan,2021-01-01,17
Terengganu,Hulu Terengganu,secondary,Sekolah Menengah Kerajaan,2022-01-01,17
Terengganu,Hulu Terengganu,tertiary,IPTA,2017-01-01,0
Terengganu,Hulu Terengganu,tertiary,IPTA,2018-01-01,0
Terengganu,Hulu Terengganu,tertiary,IPTA,2019-01-01,0
Terengganu,Hulu Terengganu,tertiary,IPTA,2020-01-01,0
Terengganu,Hulu Terengganu,tertiary,IPTA,2021-01-01,0
Terengganu,Hulu Terengganu,tertiary,IPTA,2022-01-01,0
Terengganu,Kemaman,primary,Sekolah Rendah Kerajaan,2017-01-01,47
Terengganu,Kemaman,primary,Sekolah Rendah Kerajaan,2018-01-01,47
Terengganu,Kemaman,primary,Sekolah Rendah Kerajaan,2019-01-01,47
Terengganu,Kemaman,primary,Sekolah Rendah Kerajaan,2020-01-01,47
Terengganu,Kemaman,primary,Sekolah Rendah Kerajaan,2021-01-01,47
Terengganu,Kemaman,primary,Sekolah Rendah Kerajaan,2022-01-01,47
Terengganu,Kemaman,secondary,Sekolah Menengah Kerajaan,2017-01-01,24
Terengganu,Kemaman,secondary,Sekolah Menengah Kerajaan,2018-01-01,24
Terengganu,Kemaman,secondary,Sekolah Menengah Kerajaan,2019-01-01,24
Terengganu,Kemaman,secondary,Sekolah Menengah Kerajaan,2020-01-01,24
Terengganu,Kemaman,secondary,Sekolah Menengah Kerajaan,2021-01-01,24
Terengganu,Kemaman,secondary,Sekolah Menengah Kerajaan,2022-01-01,25
Terengganu,Kemaman,tertiary,IPTA,2017-01-01,0
Terengganu,Kemaman,tertiary,IPTA,2018-01-01,0
Terengganu,Kemaman,tertiary,IPTA,2019-01-01,0
Terengganu,Kemaman,tertiary,IPTA,2020-01-01,0
Terengganu,Kemaman,tertiary,IPTA,2021-01-01,0
Terengganu,Kemaman,tertiary,IPTA,2022-01-01,0
Terengganu,Kuala Nerus,primary,Sekolah Rendah Kerajaan,2017-01-01,29
Terengganu,Kuala Nerus,primary,Sekolah Rendah Kerajaan,2018-01-01,29
Terengganu,Kuala Nerus,primary,Sekolah Rendah Kerajaan,2019-01-01,29
Terengganu,Kuala Nerus,primary,Sekolah Rendah Kerajaan,2020-01-01,29
Terengganu,Kuala Nerus,primary,Sekolah Rendah Kerajaan,2021-01-01,29
Terengganu,Kuala Nerus,primary,Sekolah Rendah Kerajaan,2022-01-01,29
Terengganu,Kuala Nerus,secondary,Sekolah Menengah Kerajaan,2017-01-01,16
Terengganu,Kuala Nerus,secondary,Sekolah Menengah Kerajaan,2018-01-01,16
Terengganu,Kuala Nerus,secondary,Sekolah Menengah Kerajaan,2019-01-01,16
Terengganu,Kuala Nerus,secondary,Sekolah Menengah Kerajaan,2020-01-01,16
Terengganu,Kuala Nerus,secondary,Sekolah Menengah Kerajaan,2021-01-01,16
Terengganu,Kuala Nerus,secondary,Sekolah Menengah Kerajaan,2022-01-01,16
Terengganu,Kuala Nerus,tertiary,IPTA,2017-01-01,0
Terengganu,Kuala Nerus,tertiary,IPTA,2018-01-01,0
Terengganu,Kuala Nerus,tertiary,IPTA,2019-01-01,0
Terengganu,Kuala Nerus,tertiary,IPTA,2020-01-01,0
Terengganu,Kuala Nerus,tertiary,IPTA,2021-01-01,0
Terengganu,Kuala Nerus,tertiary,IPTA,2022-01-01,0
Terengganu,Kuala Terengganu,primary,Sekolah Rendah Kerajaan,2017-01-01,53
Terengganu,Kuala Terengganu,primary,Sekolah Rendah Kerajaan,2018-01-01,53
Terengganu,Kuala Terengganu,primary,Sekolah Rendah Kerajaan,2019-01-01,53
Terengganu,Kuala Terengganu,primary,Sekolah Rendah Kerajaan,2020-01-01,53
Terengganu,Kuala Terengganu,primary,Sekolah Rendah Kerajaan,2021-01-01,53
Terengganu,Kuala Terengganu,primary,Sekolah Rendah Kerajaan,2022-01-01,53
Terengganu,Kuala Terengganu,secondary,Sekolah Menengah Kerajaan,2017-01-01,23
Terengganu,Kuala Terengganu,secondary,Sekolah Menengah Kerajaan,2018-01-01,23
Terengganu,Kuala Terengganu,secondary,Sekolah Menengah Kerajaan,2019-01-01,24
Terengganu,Kuala Terengganu,secondary,Sekolah Menengah Kerajaan,2020-01-01,23
Terengganu,Kuala Terengganu,secondary,Sekolah Menengah Kerajaan,2021-01-01,23
Terengganu,Kuala Terengganu,secondary,Sekolah Menengah Kerajaan,2022-01-01,23
Terengganu,Kuala Terengganu,tertiary,IPTA,2017-01-01,2
Terengganu,Kuala Terengganu,tertiary,IPTA,2018-01-01,2
Terengganu,Kuala Terengganu,tertiary,IPTA,2019-01-01,2
Terengganu,Kuala Terengganu,tertiary,IPTA,2020-01-01,2
Terengganu,Kuala Terengganu,tertiary,IPTA,2021-01-01,2
Terengganu,Kuala Terengganu,tertiary,IPTA,2022-01-01,2
Terengganu,Marang,primary,Sekolah Rendah Kerajaan,2017-01-01,29
Terengganu,Marang,primary,Sekolah Rendah Kerajaan,2018-01-01,29
Terengganu,Marang,primary,Sekolah Rendah Kerajaan,2019-01-01,29
Terengganu,Marang,primary,Sekolah Rendah Kerajaan,2020-01-01,29
Terengganu,Marang,primary,Sekolah Rendah Kerajaan,2021-01-01,29
Terengganu,Marang,primary,Sekolah Rendah Kerajaan,2022-01-01,29
Terengganu,Marang,secondary,Sekolah Menengah Kerajaan,2017-01-01,13
Terengganu,Marang,secondary,Sekolah Menengah Kerajaan,2018-01-01,13
Terengganu,Marang,secondary,Sekolah Menengah Kerajaan,2019-01-01,13
Terengganu,Marang,secondary,Sekolah Menengah Kerajaan,2020-01-01,13
Terengganu,Marang,secondary,Sekolah Menengah Kerajaan,2021-01-01,13
Terengganu,Marang,secondary,Sekolah Menengah Kerajaan,2022-01-01,13
Terengganu,Marang,tertiary,IPTA,2017-01-01,0
Terengganu,Marang,tertiary,IPTA,2018-01-01,0
Terengganu,Marang,tertiary,IPTA,2019-01-01,0
Terengganu,Marang,tertiary,IPTA,2020-01-01,0
Terengganu,Marang,tertiary,IPTA,2021-01-01,0
Terengganu,Marang,tertiary,IPTA,2022-01-01,0
Terengganu,Setiu,primary,Sekolah Rendah Kerajaan,2017-01-01,43
Terengganu,Setiu,primary,Sekolah Rendah Kerajaan,2018-01-01,43
Terengganu,Setiu,primary,Sekolah Rendah Kerajaan,2019-01-01,43
Terengganu,Setiu,primary,Sekolah Rendah Kerajaan,2020-01-01,43
Terengganu,Setiu,primary,Sekolah Rendah Kerajaan,2021-01-01,43
Terengganu,Setiu,primary,Sekolah Rendah Kerajaan,2022-01-01,43
Terengganu,Setiu,secondary,Sekolah Menengah Kerajaan,2017-01-01,13
Terengganu,Setiu,secondary,Sekolah Menengah Kerajaan,2018-01-01,13
Terengganu,Setiu,secondary,Sekolah Menengah Kerajaan,2019-01-01,13
Terengganu,Setiu,secondary,Sekolah Menengah Kerajaan,2020-01-01,13
Terengganu,Setiu,secondary,Sekolah Menengah Kerajaan,2021-01-01,14
Terengganu,Setiu,secondary,Sekolah Menengah Kerajaan,2022-01-01,14
Terengganu,Setiu,tertiary,IPTA,2017-01-01,0
Terengganu,Setiu,tertiary,IPTA,2018-01-01,0
Terengganu,Setiu,tertiary,IPTA,2019-01-01,0
Terengganu,Setiu,tertiary,IPTA,2020-01-01,0
Terengganu,Setiu,tertiary,IPTA,2021-01-01,0
Terengganu,Setiu,tertiary,IPTA,2022-01-01,0
W.P. Kuala Lumpur,W.P. Kuala Lumpur,primary,Sekolah Rendah Kerajaan,2017-01-01,201
W.P. Kuala Lumpur,W.P. Kuala Lumpur,primary,Sekolah Rendah Kerajaan,2018-01-01,194
W.P. Kuala Lumpur,W.P. Kuala Lumpur,primary,Sekolah Rendah Kerajaan,2019-01-01,191
W.P. Kuala Lumpur,W.P. Kuala Lumpur,primary,Sekolah Rendah Kerajaan,2020-01-01,191
W.P. Kuala Lumpur,W.P. Kuala Lumpur,primary,Sekolah Rendah Kerajaan,2021-01-01,190
W.P. Kuala Lumpur,W.P. Kuala Lumpur,primary,Sekolah Rendah Kerajaan,2022-01-01,188
W.P. Kuala Lumpur,W.P. Kuala Lumpur,secondary,Sekolah Menengah Kerajaan,2017-01-01,103
W.P. Kuala Lumpur,W.P. Kuala Lumpur,secondary,Sekolah Menengah Kerajaan,2018-01-01,104
W.P. Kuala Lumpur,W.P. Kuala Lumpur,secondary,Sekolah Menengah Kerajaan,2019-01-01,104
W.P. Kuala Lumpur,W.P. Kuala Lumpur,secondary,Sekolah Menengah Kerajaan,2020-01-01,104
W.P. Kuala Lumpur,W.P. Kuala Lumpur,secondary,Sekolah Menengah Kerajaan,2021-01-01,104
W.P. Kuala Lumpur,W.P. Kuala Lumpur,secondary,Sekolah Menengah Kerajaan,2022-01-01,104
W.P. Kuala Lumpur,W.P. Kuala Lumpur,tertiary,IPTA,2017-01-01,2
W.P. Kuala Lumpur,W.P. Kuala Lumpur,tertiary,IPTA,2018-01-01,2
W.P. Kuala Lumpur,W.P. Kuala Lumpur,tertiary,IPTA,2019-01-01,2
W.P. Kuala Lumpur,W.P. Kuala Lumpur,tertiary,IPTA,2020-01-01,2
W.P. Kuala Lumpur,W.P. Kuala Lumpur,tertiary,IPTA,2021-01-01,2
W.P. Kuala Lumpur,W.P. Kuala Lumpur,tertiary,IPTA,2022-01-01,2
W.P. Labuan,W.P. Labuan,primary,Sekolah Rendah Kerajaan,2017-01-01,17
W.P. Labuan,W.P. Labuan,primary,Sekolah Rendah Kerajaan,2018-01-01,17
W.P. Labuan,W.P. Labuan,primary,Sekolah Rendah Kerajaan,2019-01-01,17
W.P. Labuan,W.P. Labuan,primary,Sekolah Rendah Kerajaan,2020-01-01,17
W.P. Labuan,W.P. Labuan,primary,Sekolah Rendah Kerajaan,2021-01-01,17
W.P. Labuan,W.P. Labuan,primary,Sekolah Rendah Kerajaan,2022-01-01,17
W.P. Labuan,W.P. Labuan,secondary,Sekolah Menengah Kerajaan,2017-01-01,10
W.P. Labuan,W.P. Labuan,secondary,Sekolah Menengah Kerajaan,2018-01-01,10
W.P. Labuan,W.P. Labuan,secondary,Sekolah Menengah Kerajaan,2019-01-01,10
W.P. Labuan,W.P. Labuan,secondary,Sekolah Menengah Kerajaan,2020-01-01,10
W.P. Labuan,W.P. Labuan,secondary,Sekolah Menengah Kerajaan,2021-01-01,10
W.P. Labuan,W.P. Labuan,secondary,Sekolah Menengah Kerajaan,2022-01-01,11
W.P. Labuan,W.P. Labuan,tertiary,IPTA,2017-01-01,0
W.P. Labuan,W.P. Labuan,tertiary,IPTA,2018-01-01,0
W.P. Labuan,W.P. Labuan,tertiary,IPTA,2019-01-01,0
W.P. Labuan,W.P. Labuan,tertiary,IPTA,2020-01-01,0
W.P. Labuan,W.P. Labuan,tertiary,IPTA,2021-01-01,0
W.P. Labuan,W.P. Labuan,tertiary,IPTA,2022-01-01,0
W.P. Putrajaya,W.P. Putrajaya,primary,Sekolah Rendah Kerajaan,2017-01-01,14
W.P. Putrajaya,W.P. Putrajaya,primary,Sekolah Rendah Kerajaan,2018-01-01,14
W.P. Putrajaya,W.P. Putrajaya,primary,Sekolah Rendah Kerajaan,2019-01-01,14
W.P. Putrajaya,W.P. Putrajaya,primary,Sekolah Rendah Kerajaan,2020-01-01,16
W.P. Putrajaya,W.P. Putrajaya,primary,Sekolah Rendah Kerajaan,2021-01-01,16
W.P. Putrajaya,W.P. Putrajaya,primary,Sekolah Rendah Kerajaan,2022-01-01,16
W.P. Putrajaya,W.P. Putrajaya,secondary,Sekolah Menengah Kerajaan,2017-01-01,11
W.P. Putrajaya,W.P. Putrajaya,secondary,Sekolah Menengah Kerajaan,2018-01-01,11
W.P. Putrajaya,W.P. Putrajaya,secondary,Sekolah Menengah Kerajaan,2019-01-01,11
W.P. Putrajaya,W.P. Putrajaya,secondary,Sekolah Menengah Kerajaan,2020-01-01,11
W.P. Putrajaya,W.P. Putrajaya,secondary,Sekolah Menengah Kerajaan,2021-01-01,11
W.P. Putrajaya,W.P. Putrajaya,secondary,Sekolah Menengah Kerajaan,2022-01-01,11
W.P. Putrajaya,W.P. Putrajaya,tertiary,IPTA,2017-01-01,0
W.P. Putrajaya,W.P. Putrajaya,tertiary,IPTA,2018-01-01,0
W.P. Putrajaya,W.P. Putrajaya,tertiary,IPTA,2019-01-01,0
W.P. Putrajaya,W.P. Putrajaya,tertiary,IPTA,2020-01-01,0
W.P. Putrajaya,W.P. Putrajaya,tertiary,IPTA,2021-01-01,0
W.P. Putrajaya,W.P. Putrajaya,tertiary,IPTA,2022-01-01,0
